Time,CPU Usage (%),Memory Usage (%),Disk Read (MB),Disk Write (MB),Download Speed (KB/s),Upload Speed (KB/s)
16:56:42,1.3,74.4,6988.51,2577.62,0.26,4.61
16:56:44,1.5,74.3,6988.51,2577.63,0.25,4.61
16:56:44,1.3,74.3,6988.51,2577.65,0.25,4.61
16:56:46,1.5,74.2,6988.51,2577.67,0.33,4.64
16:56:46,1.4,74.2,6988.51,2577.71,0.33,4.64
16:56:48,1.2,74.2,6988.51,2577.71,0.25,4.61
16:56:49,0.6,74.2,6988.51,2578.14,0.25,4.61
16:56:50,1.7,74.2,6988.51,2579.03,0.71,4.79
16:56:51,2.1,74.5,6988.51,2579.33,51.48,9.39
16:56:52,1.3,74.5,6988.51,2579.38,51.08,9.24
16:56:53,1.4,74.5,6988.51,2579.82,0.36,4.73
16:56:54,2.5,74.4,6988.51,2579.91,0.31,4.69
16:56:55,0.8,74.3,6988.51,2579.93,0.25,4.61
16:56:56,1.4,74.3,6988.51,2579.93,0.2,4.61
16:56:57,1.8,74.3,6988.51,2579.96,0.2,4.61
16:56:58,1.5,74.3,6988.51,2579.98,0.3,4.64
16:56:59,1.6,74.3,6988.51,2580.05,0.37,4.69
16:57:00,1.2,74.3,6988.51,2580.07,0.41,4.71
16:57:01,1.7,74.3,6988.51,2580.1,0.34,4.66
16:57:02,1.5,74.2,6988.51,2580.11,0.25,4.61
16:57:03,1.7,74.3,6988.51,2580.11,0.25,4.61
16:57:04,0.9,74.3,6988.51,2580.16,0.31,4.64
16:57:05,1.3,74.3,6988.51,2580.18,0.31,4.64
16:57:06,1.9,74.3,6988.51,2580.19,0.25,4.61
16:57:07,1.6,74.2,6988.51,2580.48,0.29,4.65
16:57:08,1.2,74.2,6988.51,2580.87,0.29,4.65
16:57:09,0.9,74.3,6988.51,2580.89,0.25,4.61
16:57:10,1.2,74.3,6988.51,2580.9,1.37,6.04
16:57:11,1.6,74.3,6988.51,2581.01,2.13,6.41
16:57:12,1.8,74.2,6988.51,2581.06,1.23,5.08
16:57:13,1.4,74.2,6988.51,2581.1,0.52,4.72
16:57:14,2.2,74.3,6988.51,2581.12,0.31,4.61
16:57:15,1.8,74.4,6988.51,2581.12,0.25,4.61
16:57:16,1.9,74.3,6988.51,2581.14,0.31,4.64
16:57:17,1.0,74.3,6988.51,2581.36,0.31,4.64
16:57:18,1.4,74.4,6988.51,2581.5,0.25,4.63
16:57:19,1.6,74.5,6988.51,2581.5,0.47,4.79
16:57:20,1.0,74.5,6988.51,2581.53,0.68,6.95
16:57:21,1.7,74.5,6988.51,2581.54,0.46,6.79
16:57:22,1.0,74.5,6988.51,2581.58,0.05,0.14
16:57:23,3.7,74.3,6988.51,2581.6,0.43,5.12
16:57:24,1.2,74.4,6988.51,2581.93,0.37,4.97
16:57:25,0.8,74.4,6988.51,2581.96,0.26,4.61
16:57:26,0.7,74.3,6988.51,2581.98,0.26,4.61
16:57:27,2.3,74.3,6988.51,2581.98,0.31,4.61
16:57:28,1.8,74.5,6988.51,2582.12,0.31,4.61
16:57:29,1.8,74.5,6988.51,2582.15,0.31,4.64
16:57:30,1.5,74.5,6988.51,2582.19,0.31,4.64
16:57:31,1.7,74.5,6988.51,2582.31,0.34,4.66
16:57:33,0.9,74.4,6988.51,2582.42,0.34,4.66
16:57:33,1.3,74.4,6988.51,2582.47,0.31,4.61
16:57:35,1.0,74.3,6988.51,2582.49,0.35,4.65
16:57:35,0.9,74.3,6988.51,2582.49,0.35,4.68
16:57:37,1.5,74.3,6988.51,2582.52,0.38,4.69
16:57:37,1.7,74.3,6988.51,2582.58,0.32,4.66
16:57:39,2.0,74.6,6988.52,2582.72,0.25,4.61
16:57:39,1.4,74.9,6988.52,2582.73,0.26,4.61
16:57:41,1.3,74.9,6988.52,2582.96,0.26,4.61
16:57:42,2.1,74.9,6988.52,2583.36,0.37,6.77
16:57:43,1.2,74.8,6988.52,2583.38,0.78,6.77
16:57:44,1.3,74.7,6988.52,2583.47,0.94,4.71
16:57:45,2.0,74.7,6988.52,2583.49,1.1,4.71
16:57:46,1.3,74.7,6988.52,2583.51,0.83,4.61
16:57:47,2.1,74.7,6988.52,2583.53,0.42,4.61
16:57:48,2.3,74.5,6988.52,2583.53,0.77,4.64
16:57:49,0.7,74.5,6988.52,2583.6,0.61,4.64
16:57:50,0.9,74.5,6988.52,2583.62,0.72,4.79
16:57:51,1.2,74.5,6988.52,2583.68,0.88,4.79
16:57:52,2.4,74.5,6988.52,2583.68,0.41,4.61
16:57:53,1.3,74.5,6988.52,2583.72,0.31,4.78
16:57:54,1.2,74.5,6988.52,2583.82,0.36,4.81
16:57:55,1.3,74.5,6988.52,2583.83,0.31,4.64
16:57:56,1.8,74.5,6988.52,2583.83,0.34,4.61
16:57:57,1.6,74.4,6988.52,2583.92,0.6,4.61
16:57:58,1.0,74.5,6988.52,2583.98,0.67,4.61
16:57:59,0.8,74.4,6988.52,2584.05,0.46,4.71
16:58:00,1.2,74.5,6988.52,2584.05,0.36,4.75
16:58:01,1.5,74.5,6988.52,2584.59,0.31,4.64
16:58:02,1.3,74.5,6988.52,2584.67,0.34,4.66
16:58:03,1.6,74.5,6988.52,2584.7,0.38,4.7
16:58:04,1.2,74.4,6988.52,2584.71,0.29,4.65
16:58:05,0.9,74.5,6988.52,2584.75,0.25,4.61
16:58:06,1.6,74.5,6988.52,2584.77,0.31,4.64
16:58:07,1.3,74.5,6988.52,2584.8,0.31,4.64
16:58:08,1.4,74.5,6988.52,2585.69,0.32,4.66
16:58:09,0.7,74.5,6988.52,2585.79,0.32,4.66
16:58:10,1.6,74.5,6988.52,2585.84,8.13,11.63
16:58:11,0.9,74.5,6988.52,2586.22,8.23,11.84
16:58:12,2.1,74.5,6988.52,2586.22,0.41,4.85
16:58:13,1.7,74.6,6988.52,2586.42,0.3,4.64
16:58:14,1.3,74.6,6988.52,2586.54,0.47,4.66
16:58:15,1.7,74.6,6988.52,2586.57,0.47,4.66
16:58:16,1.6,74.6,6988.52,2586.57,0.25,4.61
16:58:17,1.8,74.6,6988.52,2586.59,0.25,4.61
16:58:18,1.7,74.6,6988.52,2586.62,0.3,4.64
16:58:19,1.6,74.6,6988.52,2586.65,0.3,4.64
16:58:20,3.0,74.5,6988.52,2586.65,0.25,4.61
16:58:21,0.9,74.5,6988.52,2586.68,0.52,4.71
16:58:22,2.1,74.5,6988.52,2586.69,0.58,4.8
16:58:23,1.8,74.5,6988.52,2586.81,0.31,4.69
16:58:24,1.2,74.4,6988.52,2586.91,0.57,4.64
16:58:25,0.7,74.4,6988.52,2586.93,0.57,4.64
16:58:26,1.0,74.6,6988.52,2586.99,0.27,4.61
16:58:27,1.0,74.6,6988.52,2587.01,0.27,4.61
16:58:28,1.2,74.6,6988.52,2587.01,0.25,4.55
16:58:30,2.3,74.6,6988.52,2587.26,0.25,4.61
16:58:30,1.8,74.5,6988.52,2587.29,0.25,4.69
16:58:32,3.0,74.5,6988.52,2587.31,0.35,4.68
16:58:32,2.4,74.4,6988.52,2587.62,0.35,4.65
16:58:34,2.3,74.5,6988.52,2587.64,0.25,4.61
16:58:35,1.4,74.6,6988.52,2587.76,0.34,4.66
16:58:36,1.2,74.6,6988.52,2587.81,0.34,4.66
16:58:37,1.3,74.6,6988.52,2587.81,0.36,6.78
16:58:38,0.8,74.7,6988.52,2587.85,0.36,6.78
16:58:39,1.7,74.7,6988.52,2587.87,0.25,4.61
16:58:40,1.3,74.7,6988.52,2587.98,0.25,4.61
16:58:41,1.4,74.7,6988.52,2587.98,0.25,4.61
16:58:42,1.2,74.7,6988.52,2588.01,0.25,4.61
16:58:43,1.4,74.7,6988.52,2588.04,0.31,4.64
16:58:44,1.6,74.7,6988.52,2588.06,0.31,4.64
16:58:45,2.0,74.8,6988.52,2588.16,0.25,4.61
16:58:46,0.9,74.9,6988.52,2588.39,0.41,4.61
16:58:47,1.8,74.8,6988.52,2588.41,0.46,6.74
16:58:48,2.3,74.8,6988.52,2588.44,0.3,6.74
16:58:49,2.3,74.7,6988.52,2588.44,0.0,0.0
16:58:50,1.1,74.7,6988.52,2588.53,0.25,4.64
16:58:51,1.3,74.7,6988.52,2588.6,0.25,4.64
16:58:52,0.8,74.7,6988.52,2588.64,0.77,4.87
16:58:53,1.4,74.8,6988.52,2588.64,0.83,4.93
16:58:54,1.8,74.8,6988.52,2588.68,0.37,4.66
16:58:55,2.2,74.7,6988.52,2588.72,0.3,4.61
16:58:56,0.9,74.7,6988.52,2588.73,0.36,6.77
16:58:57,2.0,74.6,6988.52,2588.73,0.36,6.77
16:58:58,2.1,74.7,6988.52,2588.75,0.3,4.65
16:58:59,1.7,74.6,6988.52,2589.05,0.3,4.65
16:59:00,1.6,74.6,6988.52,2589.17,0.25,4.61
16:59:01,1.3,74.6,6988.52,2589.17,0.25,4.61
16:59:02,1.0,74.5,6988.52,2589.43,0.3,4.64
16:59:03,2.6,74.5,6988.52,2589.51,0.3,4.64
16:59:04,0.6,74.4,6988.52,2589.58,0.39,6.79
16:59:05,2.0,74.4,6988.52,2589.58,0.39,6.79
16:59:06,1.0,74.4,6988.52,2589.59,0.0,0.0
16:59:07,4.2,74.7,6990.52,2589.85,4.97,6.92
16:59:08,1.6,74.7,6990.53,2590.36,39.7,21.8
16:59:09,2.1,74.7,6990.54,2590.38,57.84,26.52
16:59:10,2.5,74.8,6990.54,2590.47,38.64,14.79
16:59:11,2.4,74.8,6990.54,2590.62,15.78,7.79
16:59:12,2.8,74.9,6990.54,2590.78,1.47,5.19
16:59:13,1.7,74.9,6990.54,2590.87,1.78,5.2
16:59:14,1.0,74.9,6990.54,2591.06,0.57,4.64
16:59:15,1.5,74.8,6990.54,2591.14,0.25,4.94
16:59:16,1.3,74.7,6990.54,2591.14,0.51,4.94
16:59:17,2.0,74.7,6990.54,2591.2,0.52,4.61
16:59:18,1.3,74.7,6990.54,2591.28,0.25,4.61
16:59:19,1.4,74.6,6990.54,2591.31,0.3,4.64
16:59:20,3.1,74.6,6990.54,2591.4,0.3,4.64
16:59:21,1.2,74.6,6990.54,2591.45,0.25,4.61
16:59:23,1.4,74.6,6990.54,2591.48,0.31,4.69
16:59:23,2.2,74.6,6990.54,2591.51,0.36,4.69
16:59:25,1.6,74.6,6990.54,2591.93,0.31,4.61
16:59:25,1.7,74.6,6990.54,2591.95,0.57,4.64
16:59:27,1.4,74.6,6990.54,2592.25,0.61,4.68
16:59:27,1.2,74.6,6990.54,2592.28,0.29,4.65
16:59:29,0.6,74.6,6990.54,2592.28,0.25,4.61
16:59:29,1.2,74.6,6990.54,2592.4,0.25,4.61
16:59:31,1.6,74.6,6990.54,2592.43,0.25,4.61
16:59:32,1.9,74.8,6990.54,2592.58,0.3,4.64
16:59:33,1.5,74.8,6990.54,2592.6,0.3,4.64
16:59:34,2.6,74.9,6990.54,2592.63,0.31,6.74
16:59:35,2.3,74.9,6990.54,2592.76,0.31,6.74
16:59:36,1.5,74.8,6990.54,2592.79,0.45,8.98
16:59:37,2.0,74.8,6990.54,2592.79,0.45,8.98
16:59:38,1.4,74.8,6990.54,2593.4,0.0,0.0
16:59:39,2.4,74.8,6990.54,2593.43,0.44,4.78
16:59:40,1.9,74.7,6990.57,2593.63,0.44,4.78
16:59:41,1.6,74.7,6990.57,2593.63,0.25,4.61
16:59:42,2.0,74.7,6990.57,2593.68,0.25,4.61
16:59:43,1.6,74.7,6990.57,2593.98,0.25,4.61
16:59:44,2.1,74.7,6990.57,2594.01,0.25,4.61
16:59:45,1.4,74.7,6990.57,2594.02,0.31,4.64
16:59:46,1.3,74.7,6990.57,2594.05,0.31,4.64
16:59:47,1.5,74.7,6990.57,2594.07,0.52,4.61
16:59:48,2.2,74.7,6990.57,2594.07,0.67,4.61
16:59:49,2.1,74.7,6990.57,2594.1,0.41,4.61
16:59:50,1.2,74.7,6990.57,2594.38,0.41,4.61
16:59:51,3.1,74.7,6990.57,2594.56,0.46,4.64
16:59:52,3.5,74.2,6990.57,2595.36,0.31,4.73
16:59:53,1.3,74.2,6990.57,2595.39,1.03,4.87
16:59:54,2.1,74.2,6990.57,2595.54,1.22,4.83
16:59:55,1.1,74.2,6990.57,2595.64,0.45,4.65
16:59:56,0.9,74.1,6990.57,2595.64,0.25,4.61
16:59:57,1.7,74.2,6990.57,2595.74,0.31,4.64
16:59:58,1.6,74.1,6990.57,2595.77,0.31,4.64
16:59:59,1.4,74.1,6990.57,2595.79,0.25,4.61
17:00:00,0.6,74.0,6990.57,2595.8,0.25,4.61
17:00:01,1.2,74.3,6990.57,2595.83,0.25,4.61
17:00:02,1.3,74.3,6990.57,2595.85,0.41,4.61
17:00:03,1.0,74.4,6990.57,2595.87,0.46,4.64
17:00:04,1.4,74.3,6990.57,2595.87,0.42,4.73
17:00:05,1.4,74.3,6990.57,2595.98,0.42,4.69
17:00:06,1.9,74.5,6990.57,2596.04,0.31,4.78
17:00:07,2.2,74.5,6990.57,2596.38,0.39,7.02
17:00:08,1.6,74.5,6990.57,2596.38,0.45,7.07
17:00:09,3.2,74.5,6990.57,2596.42,1.5,7.99
17:00:10,1.8,74.4,6990.57,2596.68,2.81,9.31
17:00:11,1.2,74.4,6990.58,2597.28,1.37,1.54
17:00:12,1.5,74.4,6990.58,2597.28,0.25,7.05
17:00:13,1.8,74.3,6990.58,2597.33,0.25,7.05
17:00:14,1.8,74.2,6990.58,2597.81,0.31,4.81
17:00:15,1.6,74.3,6990.58,2597.91,0.31,4.81
17:00:16,2.1,74.2,6990.58,2597.91,0.31,4.78
17:00:17,1.9,74.2,6990.58,2597.93,0.31,4.78
17:00:18,2.8,74.2,6992.68,2597.97,0.41,4.75
17:00:19,2.0,74.2,6992.68,2598.01,0.41,4.75
17:00:20,2.0,74.2,6992.68,2598.01,0.31,4.73
17:00:21,0.9,74.1,6992.68,2598.05,0.35,4.86
17:00:22,2.5,74.2,6992.84,2598.15,0.2,4.86
17:00:24,0.9,74.1,6992.84,2598.24,0.39,4.84
17:00:24,1.3,74.2,6992.84,2598.32,0.34,4.66
17:00:26,1.4,74.1,6992.84,2599.96,0.25,4.61
17:00:26,2.3,74.1,6992.84,2600.25,0.4,4.69
17:00:28,1.0,74.1,6992.84,2600.26,0.37,4.73
17:00:28,1.4,74.1,6992.84,2600.26,0.22,4.64
17:00:30,0.9,74.1,6992.84,2600.39,0.26,4.61
17:00:30,1.7,74.1,6992.84,2600.59,0.41,4.66
17:00:32,1.0,74.1,6992.84,2600.74,0.26,4.61
17:00:33,1.3,74.1,6992.84,2600.74,0.49,6.85
17:00:34,1.3,74.1,6992.84,2600.76,0.49,6.85
17:00:35,1.7,74.1,6992.84,2600.87,0.0,0.0
17:00:36,0.9,74.0,6992.84,2600.89,0.26,4.61
17:00:37,2.3,74.1,6992.84,2600.89,0.26,4.61
17:00:38,1.0,74.1,6992.84,2600.9,0.39,4.69
17:00:39,2.2,74.1,6992.87,2600.9,0.39,4.69
17:00:40,2.1,74.1,6992.87,2601.01,0.26,4.61
17:00:41,1.6,74.1,6992.87,2601.01,0.26,4.61
17:00:42,1.2,74.1,6992.87,2601.44,0.31,6.74
17:00:43,1.8,74.1,6992.87,2601.57,0.31,6.74
17:00:44,1.0,74.1,6992.87,2601.58,0.0,0.0
17:00:45,1.4,74.1,6992.87,2601.66,0.31,4.64
17:00:46,1.0,74.1,6992.87,2601.67,0.31,4.64
17:00:47,1.4,74.1,6992.87,2601.8,0.3,4.65
17:00:48,2.5,74.0,6992.87,2601.81,0.3,4.65
17:00:49,1.3,74.1,6992.87,2601.81,0.31,6.73
17:00:50,1.2,74.1,6992.87,2601.83,0.47,6.73
17:00:51,1.0,74.1,6992.87,2601.89,0.16,0.0
17:00:52,1.0,74.1,6992.87,2601.9,0.4,4.73
17:00:53,1.7,73.9,6992.87,2601.95,0.4,4.73
17:00:54,0.8,74.0,6992.87,2601.96,0.72,4.79
17:00:55,0.8,74.0,6992.87,2602.29,0.72,4.79
17:00:56,0.7,74.2,6992.87,2602.31,0.26,4.61
17:00:57,0.6,74.2,6992.87,2602.31,0.31,4.71
17:00:58,1.7,74.2,6992.87,2602.32,0.47,4.96
17:00:59,1.7,74.2,6992.87,2602.43,0.41,4.85
17:01:00,0.9,74.1,6992.87,2602.53,0.34,4.61
17:01:01,1.6,74.1,6992.87,2603.16,0.34,4.61
17:01:02,1.2,74.1,6992.87,2603.19,0.26,4.61
17:01:03,1.7,74.1,6992.87,2603.22,0.26,4.61
17:01:04,1.2,74.0,6992.87,2603.23,0.31,4.64
17:01:05,1.3,74.1,6992.87,2603.24,0.31,4.64
17:01:06,2.6,74.1,6992.87,2603.26,0.25,4.63
17:01:07,2.5,73.9,6992.87,2603.29,0.25,4.63
17:01:08,2.1,74.0,6992.87,2603.31,0.25,4.61
17:01:09,1.5,74.0,6992.87,2603.31,0.25,4.61
17:01:10,0.6,74.0,6992.87,2603.4,0.55,5.34
17:01:11,0.8,74.0,6992.87,2603.46,0.55,5.34
17:01:12,1.6,74.0,6992.87,2603.48,1.1,7.11
17:01:13,2.4,74.0,6992.87,2603.48,1.14,7.15
17:01:14,1.8,74.0,6992.87,2603.5,0.04,0.04
17:01:15,5.1,73.7,6992.87,2603.79,0.31,4.64
17:01:17,1.2,73.6,6992.87,2603.79,0.36,4.64
17:01:17,0.9,73.6,6992.87,2603.81,0.43,6.79
17:01:19,1.3,73.7,6992.87,2603.86,0.37,6.79
17:01:19,0.5,73.7,6992.87,2603.87,0.0,0.0
17:01:21,2.3,73.7,6992.87,2603.97,0.27,4.61
17:01:21,3.1,73.6,6992.87,2603.99,0.27,4.61
17:01:23,1.2,73.6,6992.9,2604.01,0.36,4.73
17:01:23,1.2,73.6,6992.9,2604.05,0.36,4.73
17:01:25,1.2,73.7,6992.9,2604.06,0.25,4.61
17:01:26,1.0,73.6,6992.9,2604.09,0.53,5.25
17:01:27,1.8,73.7,6992.91,2604.11,9.53,9.77
17:01:28,1.8,73.7,6992.91,2604.23,9.26,9.13
17:01:29,1.4,73.7,6992.91,2604.23,0.31,4.64
17:01:30,1.7,73.7,6992.91,2604.53,0.31,4.64
17:01:31,0.7,73.7,6992.93,2604.66,0.25,4.61
17:01:32,1.2,73.7,6992.93,2604.83,0.25,4.61
17:01:33,1.2,73.7,6992.93,2604.83,0.25,4.61
17:01:34,1.8,73.7,6992.93,2604.86,0.25,4.61
17:01:35,2.3,73.7,6992.93,2604.87,0.31,4.64
17:01:36,2.5,73.7,6992.93,2604.95,0.31,4.64
17:01:37,1.5,73.8,6992.93,2604.95,0.25,4.61
17:01:38,1.6,73.8,6992.93,2604.98,0.25,4.61
17:01:39,2.4,73.7,6992.93,2605.0,0.25,4.61
17:01:40,1.8,73.8,6992.93,2605.06,0.3,4.65
17:01:41,1.5,73.8,6992.93,2605.07,0.35,4.68
17:01:42,1.8,73.9,6992.93,2605.1,0.31,4.64
17:01:43,2.0,73.8,6992.93,2605.12,0.34,4.66
17:01:44,1.3,73.9,6992.93,2605.14,0.34,4.66
17:01:45,1.3,73.7,6992.93,2605.14,0.25,4.61
17:01:46,1.0,73.7,6992.93,2605.24,0.25,4.61
17:01:47,1.4,73.7,6992.93,2605.25,0.3,4.64
17:01:48,2.2,73.7,6992.93,2605.35,0.3,4.64
17:01:49,0.9,73.7,6992.93,2605.35,0.25,4.61
17:01:50,1.5,73.7,6992.93,2605.37,0.25,4.61
17:01:51,1.3,73.8,6992.93,2605.49,58.45,9.06
17:01:52,0.9,73.9,6992.93,2605.55,58.5,9.15
17:01:53,1.7,73.9,6992.93,2605.55,0.36,4.78
17:01:54,1.0,73.9,6992.93,2605.57,0.31,4.69
17:01:55,1.2,73.8,6992.93,2605.58,0.0,0.0
17:01:56,3.6,73.7,6992.93,2605.59,0.0,0.0
17:01:57,7.2,74.1,6992.96,2606.65,0.0,0.0
17:01:58,1.0,74.0,6992.96,2606.69,0.0,0.0
17:01:59,8.0,74.2,6992.96,2607.31,2.24,5.39
17:02:00,2.5,74.4,6992.96,2607.51,103.45,71.51
17:02:01,5.1,74.3,6992.96,2608.23,150.32,91.58
17:02:02,5.7,74.5,6993.12,2609.15,81.0,42.29
17:02:03,2.3,74.5,6993.12,2609.5,71.06,27.89
17:02:04,2.0,74.6,6993.12,2609.58,45.06,16.71
17:02:05,1.6,74.5,6993.12,2609.69,23.8,27.64
17:02:06,2.5,74.5,6993.12,2609.9,18.43,22.04
17:02:07,2.2,74.4,6993.12,2609.99,1.69,5.08
17:02:08,2.2,74.4,6993.12,2609.99,2.09,5.55
17:02:09,1.8,74.4,6993.12,2610.06,1.53,9.02
17:02:10,1.5,74.4,6993.12,2610.21,1.49,8.5
17:02:11,0.8,74.4,6993.12,2610.28,2.74,0.45
17:02:12,1.9,74.4,6993.12,2610.28,3.68,5.32
17:02:14,0.7,74.4,6993.12,2610.33,2.74,4.87
17:02:14,1.5,74.4,6993.12,2610.35,3.12,4.91
17:02:16,2.0,74.4,6993.12,2610.42,2.34,5.38
17:02:16,1.6,74.3,6993.12,2610.42,0.45,5.05
17:02:18,0.9,74.4,6993.12,2610.44,4.41,6.03
17:02:18,1.0,74.4,6993.12,2610.78,9.65,11.0
17:02:20,2.3,74.8,6993.12,2610.81,5.92,9.55
17:02:21,2.7,74.5,6993.12,2610.83,0.93,4.62
17:02:22,1.0,74.7,6993.12,2611.38,0.63,4.68
17:02:23,1.2,74.6,6993.12,2611.49,0.6,6.84
17:02:24,0.8,74.5,6993.12,2611.61,0.66,6.84
17:02:25,2.3,74.6,6993.12,2611.61,0.44,4.62
17:02:26,0.9,74.7,6993.12,2611.65,0.38,4.55
17:02:27,1.7,74.7,6993.12,2611.74,1.98,6.79
17:02:28,2.9,74.7,6993.12,2611.76,2.68,6.85
17:02:29,4.2,74.8,6993.12,2611.78,1.38,4.74
17:02:30,1.5,74.8,6993.12,2611.98,1.51,4.67
17:02:31,3.9,74.8,6993.12,2612.41,2.11,7.03
17:02:32,1.6,74.8,6993.12,2612.72,1.84,7.58
17:02:33,2.3,74.8,6993.12,2612.72,1.74,5.38
17:02:34,3.5,74.7,6993.12,2612.8,2.34,4.96
17:02:35,2.0,74.7,6993.12,2612.98,1.83,4.83
17:02:36,2.7,73.8,6993.66,2613.33,2.0,5.12
17:02:38,1.7,73.9,6993.66,2613.42,2.81,4.73
17:02:40,2.4,73.7,6993.71,2613.55,2.65,2.7
17:02:42,1.9,73.8,6993.71,2613.58,2.93,2.61
17:02:44,1.4,74.1,6993.71,2613.85,1.67,2.54
17:02:46,1.8,73.9,6993.71,2614.13,0.9,2.65
17:02:48,3.9,73.9,6994.3,2614.56,3.73,3.7
